Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
,,Frontier Heating & Air Conditioning Inc.,"Brampton, ON L6X 0A4",1311-Techniciens en comptabilité et teneurs de livres,1
,,Fur Boutique Ltd.,"London, ON N6C 3P6","6342-Tailleurs, couturiers, fourreurs et modistes",1
,,GopalKrishna Inc.,"Brampton, ON L7A 0K7",6311-Superviseurs des services alimentaires,1
,,Greenwood Enterprises Inc.,"Huntsville, ON P1H 2K8",6311-Superviseurs des services alimentaires,4
,,,,"6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,Gum Gone Graffiti Gone Ltd.,"Toronto, ON M4E 1G3",6732-Nettoyeurs spécialisés,1
,,Gusto Pizzaria Inc.,"Brampton, ON L6X 1M9",6322-Cuisiniers,1
,,Highland Poultry Fine Foods,"Hamilton, ON L8W 2E1","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",3
,,JC Superior Siding Inc.,"Toronto, ON M9C 4S7","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
,,K&L Francis Inc.,"Huntsville, ON P1H 2K8",6311-Superviseurs des services alimentaires,3
,,K&P Enterprises Inc.,"TORONTO, ON M3J 3N3",6322-Cuisiniers,1
,,Kochin Kitchen Inc.,"Ottawa, ON K1N 7E5",6322-Cuisiniers,1
,,Lakeside Produce Inc.,"Leamington, ON N8H 3V5","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",6
,,Loki Auto Cosmetics Inc.,"Aurora, ON L4G 1J1",6732-Nettoyeurs spécialisés,1
,,Medex Fish Importing & Exporting Co. Ltd.,"Vaughan, ON L4L 9N6",9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer,1
,,Morning Owl Coffeehouse Kanata Inc.,"Ottawa, ON K4A 4W8",6322-Cuisiniers,1
,,Norwich Packers Ltd,"Norwich, ON N0J 1P0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",2
,,NSafe Engineering Inc.,"ETOBICOKE, ON M9W 4N3",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,"Objex, Inc","Ottawa, ON K4A 0Z9",5252-Entraîneurs,1
,,P.A.T. Central Market Inc.,"Toronto, ON M6G 1L3","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
,,Popular Tire Sales & Services Inc,"Mississauga, ON L5S 1M5",6211-Superviseurs des ventes - commerce de détail,1
,,Premium Host Inc. o/a Paramount Fine Foods,"Mississauga, ON L5W 1P7",0631-Directeurs de la restauration et des services alimentaires,1
,,Pride Group Logistics Ltd.,"Mississauga, ON L5T 1A6",7511-Conducteurs de camions de transport,1
,,Queen Video Limited,"Mississauga, ON L5G 1E1",6322-Cuisiniers,1
,,Rei Dos Leitos Bar & Grill Ltd,"London, ON N5Z 1T6",6322-Cuisiniers,1
,,Rolis-Annett Corporation,"Napanee, ON K7R 1J1",6311-Superviseurs des services alimentaires,2
,,Sai Restaurants Inc.,"SCARBOROUGH, ON M1J 2C8",6311-Superviseurs des services alimentaires,1
,,Shawerma Plus Inc.,"Waterloo, ON N2J 2Y7",6311-Superviseurs des services alimentaires,1
,,Shine Barber Shop,"Brampton, ON L6S 0C4",6341-Coiffeurs et barbiers,1
,,Shoppers Drug Mart Store #880,"Toronto, ON M1V 1V2",6211-Superviseurs des ventes - commerce de détail,1
,,Signtel Advertising Inc,"Toronto, ON M3H 5S4",5223-Techniciens en graphisme,1
,,Sitara Indian Cuisine Inc.,"Sarnia, ON N7S 1P7",0631-Directeurs de la restauration et des services alimentaires,1
,,Synergy Services Inc,"LISTOWEL, ON N4W 2M7","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Terpstra Farms Ltd,"Brussels, ON N0G 1H0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,Terra-Opus Property Services Inc.,"Stouffville, ON L4A 7Z5",8612-Manoeuvres en aménagement paysager et en entretien des terrains,3
,,"Unconquered Sun Solar Technologies, Inc.","Tecumseh, ON N8N 2M1",2241-Technologues et techniciens en génie électronique et électrique,1
,,Vretta Inc.,"Toronto, ON M4R 1K8",5241-Designers graphiques et illustrateurs,1
,  Agriculture primaire,1174724 Ont Inc o/a Lepp Farms,"Virgil, ON L0S 1T0",8431-Ouvriers agricoles,1
,,ES Holdings Inc.,"Courtland, ON N0J 1E0",8431-Ouvriers agricoles,3
,,Geronne Farms,"Chatham, ON N7M 5J4",8431-Ouvriers agricoles,2
,,Manderley Turf Products Inc.,"MOOSE CREEK, ON K0C 1W0",8431-Ouvriers agricoles,5
,,Martins Holsteins (1996) Ltd,"Palmerston, ON N0G 2P0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
,,Maw's Lakeview Orchard,"Ottawa, ON K4A 1M1",8431-Ouvriers agricoles,2
,,Sandy Shore Farms Limited,"Port Burwell, ON N0J 1T0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Manitoba,    Haut salaire,Portage Transport Inc.,"Portage La Prairie, MB R1N 3C3",7511-Conducteurs de camions de transport,3
,,West-Man Foot Clinic,"Brandon, MB R7B 3Y3",3125-Autres professionnels en diagnostic et en traitement de la santé,1
,   Bas salaire,Baexim International Inc o/a Grand Rapids Esso,"Grand Rapids, MB R0C 1E0",6211-Superviseurs des ventes - commerce de détail,1
,,Rey-Henry1194 MB Ltd,"Winnipeg, MB R3T 4H9",6321-Chefs,1
,,St. Anne Hotel Chinese Restaurant,"WINNIPEG, MB R3B 0X1",6322-Cuisiniers,2
,  Agriculture primaire,Aletta Holsteins Inc.,"Linden, MB R0A 0X1",8431-Ouvriers agricoles,3
,,Haskett Growers (2014) Ltd.,"Winkler, MB R6W 4A1",8431-Ouvriers agricoles,4
,,Wenkai Oriental Vegetables,"Elie, MB R0H 0H0",8431-Ouvriers agricoles,1
Saskatchewan,    Haut salaire,SJM Dental Prof. Corp.,"ASSINIBOIA, SK S0H 0B0",3113-Dentistes,2
,   Bas salaire,Classic Inn LTD,"MELVILLE, SK S0A 2P0",6322-Cuisiniers,1
,  Agriculture primaire,Ridgedale Co-op Association Ltd,"Ridgedale, SK S0E 1L0",8431-Ouvriers agricoles,4
Alberta,    Haut salaire,1153238 Alberta Ltd.,"Calgary, AB T2C 2X3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,1805241 Alberta Ltd,"Calgary, AB T2V 5G2",1223-Agents des ressources humaines et de recrutement,1
,,1831095 Alberta Inc.,"Drumheller, AB T0J 0Y0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,2013722 Alberta Ltd,"Sundre, AB T0M 1X0",0621-Directeurs - commerce de détail et de gros,1
,,3E Sheet Metal & Food Equipment LTD,"Calgary, AB T2E 6L1",0711-Directeurs de la construction,1
,,4 Brothers Trucking Services Ltd,"Edmonton, AB T6M 0C1",7305-Surveillants du transport routier et du transport en commun,1
,,716945 Alberta Ltd,"Edmonton, AB T5G 1L2","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Air Central Inc,"Edmonton, AB T6N 1A8","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Alberta Health Services,"EDMONTON, AB T5J 3E4",3111-Médecins spécialistes,1
,,Amar Enterprises Ltd,"Edmonton, AB T6T 0H5",1311-Techniciens en comptabilité et teneurs de livres,1
,,ANDERWERKS LTD,"CALGARY, AB T2E 6R4","7334-Mécaniciens de motocyclettes, de véhicules tout-terrain et personnel mécanicien assimilé",1
,,Atlantic Handicraft Corporation,"Calgary, AB T2G 0T5",0621-Directeurs - commerce de détail et de gros,1
,,AV Exterior Ltd,"EDMONTON, AB T5V 1H7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",2
,,Azuridge Limited,"PRIDDIS, AB T0L 1W0",6321-Chefs,1
,,Boss Liquor Ltd,"EDMONTON, AB T6K 3S4",1311-Techniciens en comptabilité et teneurs de livres,1
,,City Masonry Ltd.,"Edmonton, AB T6T 0A5","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Conqur Industries Inc.,"Two Hills, AB T0B 4K0",0621-Directeurs - commerce de détail et de gros,1
,,Cynkon Inc,"Edmonton, AB T6W 0H8",1122-Professionnels des services-conseils en gestion aux entreprises,1
,,D-Kamp Services Inc,"Calgary, AB T3L 2Z8",2171-Analystes et consultants en informatique,1
,,Engelbertink Sales & Distribution Ltd,"Edmonton, AB T5G 3J7",0621-Directeurs - commerce de détail et de gros,1
,,Five Star Drywall & Insulation Ltd.,"Edmonton, AB T6T 0M2","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",3
,,G K Projects Inc. o/a Great Western Interiors,"CALGARY, AB T2Z 4A3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,Herman 123 Ltd,"Burdett, AB T0K 0J0",7235-Assembleurs et ajusteurs de plaques et de charpentes métalliques,7
,,Indo-Bridge Inc.,"Calgary, AB T2K 3R8","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,"N&A Contracting Siding, Soffit, Fascia Inc.","EDMONTON, AB T5T 7A1","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",3
,,O. J. Pipelines Canada Corporation,"NISKU, AB T9E 7M9",2243-Techniciens et mécaniciens d'instruments industriels,1
,,Patience Partnership,"CALGARY, AB T2G 1M8",7251-Plombiers,1
,,,,7312-Mécaniciens d'équipement lourd,1
,,PCC Integrate Inc.,"Calgary, AB T2P 3E8","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,Prince Benipal Trucking Ltd.,"Edmonton, AB T6T 0G8",7305-Surveillants du transport routier et du transport en commun,1
,,Proinsulate Spray Foam Services Inc.,"SPRUCE GROVE, AB T7X 0M5","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Raja Trucking Ltd.,"Edmonton, AB T6T 1N4",7305-Surveillants du transport routier et du transport en commun,1
,,Rush Roofing & Contracting Corp,"Foothills, AB T1S 3M1","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,TripleClean Exhaust Maintenance Inc.,"Edmonton, AB T5T 5E5",6315-Surveillants des services de nettoyage,1
,,Unique Drywall Ltd.,"Edmonton, AB T6X 1E4","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,W.M.K. Holdings Ltd.,"Fort McMurray, AB T9H 0H8","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",1
,,Yellowhead Trucking Ltd.,"Edmonton, AB T5Y 0Z8",7305-Surveillants du transport routier et du transport en commun,1
,,ZyTech Building Systems LP,"BALZAC, AB T4B 2T3",7271-Charpentiers-menuisiers,3
,   Bas salaire,1072995 Alberta Ltd.,"Sherwood Park, AB T8H 2S9",6311-Superviseurs des services alimentaires,1
,,1089362 Alberta Ltd o/a Swiss Donair,"EDMONTON, AB T5E 2H4",6311-Superviseurs des services alimentaires,1
,,1108495 Alberta Ltd.o/a SUBWAY SANDWICH AND SALADS,"AIRDRIE, AB T4B 1R9",6311-Superviseurs des services alimentaires,1
,,1443803 Alberta Ltd,"Sherwood Park, AB T8H 2N1",6315-Surveillants des services de nettoyage,1
,,1475183 Alberta Ltd,"Calgary, AB T1Y 6J6",6322-Cuisiniers,2
,,1495791 Alberta Ltd,"GRANDE PRAIRIE, AB T8W 2W1",6315-Surveillants des services de nettoyage,1
,,1541466 Alberta Inc,"Calgary, AB T3E 7C4",6322-Cuisiniers,1
,,1621221 Alberta Ltd,"Fort Saskatchewan, AB T8L 4R5",6322-Cuisiniers,1
,,1692691 Alberta Ltd,"Wandering River, AB T0A 3M0",6311-Superviseurs des services alimentaires,2
,,,,6322-Cuisiniers,2
,,1698687 Alberta Ltd,"Calgary, AB T1Y 6M6",0631-Directeurs de la restauration et des services alimentaires,1
,,1785881 Alberta Ltd,"Strathmore, AB T1P 1H8",9526-Monteurs et contrôleurs de matériel mécanique,1
,,1827186 Alberta Inc.,"Calgary, AB T2T 0C3",6322-Cuisiniers,1
,,1871057 Alberta Inc. o/a Paul's Pizza and Steak House,"Airdrie, AB T4B 1S2",6322-Cuisiniers,1
,,1885320 Alberta Ltd.,"Edmonton, AB T5C 1R9",6211-Superviseurs des ventes - commerce de détail,1
,,1902335 Alberta Ltd.,"Edmonton, AB T6C 0X9",6311-Superviseurs des services alimentaires,2
,,1913477 Alberta Ltd.,"Tofield, AB T0B 4J0",6311-Superviseurs des services alimentaires,1
,,1914349 Alberta Ltd o/a New Asian Village,"Edmonton, AB T6T 1A7",6311-Superviseurs des services alimentaires,2
,,1963350 AB Ltd /The Boot,"Cochrane, AB T4C 1X6",6311-Superviseurs des services alimentaires,1
,,1968166 Alberta Inc.,"Calgary, AB T2T 0A7",6311-Superviseurs des services alimentaires,1
,,1975538 Alberta Inc,"Beaumont, AB T4X 0G5",6311-Superviseurs des services alimentaires,1
,,2013722 Alberta Ltd,"Sundre, AB T0M 1X0",6621-Préposés de stations-service,1
,,340620 Alberta Ltd,"Edmonton, AB T6E 5X7",6211-Superviseurs des ventes - commerce de détail,1
,,617882 Alberta Ltd.,"Edmonton, AB T5H 4K8",6322-Cuisiniers,2
,,782902 Alberta Ltd,"Sylvan Lake, AB T4S 0A5",6211-Superviseurs des ventes - commerce de détail,1
,,7-Eleven Canada Inc.  o/a 7-Eleven Store,"CALGARY, AB T2Y 1W1",6211-Superviseurs des ventes - commerce de détail,3
,,853582 Alberta Ltd,"Strathmore, AB T1P 1H8",0631-Directeurs de la restauration et des services alimentaires,1
,,861699 Alberta Ltd.,"CROSSFIELD, AB T0M 0S0",6211-Superviseurs des ventes - commerce de détail,1
,,ABS Truckwash and Lube Ltd,"EDMONTON, AB T5W  5J",6315-Surveillants des services de nettoyage,1
,,Aladdin's Casbah Inc.,"Calgary, AB T2J 7A4",6322-Cuisiniers,1
,,Aztec Renovations & Refit Inc,"Calgary, AB T2E 6L5",9224-Surveillants dans la fabrication de meubles et d'accessoires,2
,,Bamboo Garden Ltd,"Banff, AB T1L 1C7",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,1
,,Bowls Korean BBQ Ltd.,"Calgary, AB T3K 0B3",6322-Cuisiniers,1
,,Byblos Bakery Ltd.,"Calgary, AB T2E 8J8","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
,,Canadian Premium Meats Inc,"Lacombe, AB T4L 0C6","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
,,Cochrane Bottle Depot Ltd,"CALGARY, AB T3J  1A",7452-Manutentionnaires,1
,,Comfort Home Solutions Inc.,"Edmonton, AB T5T 2Y1",1221-Agents d'administration,1
,,Cozy Home Maid Service Inc.,"Calgary, AB T3M 1Y6",6315-Surveillants des services de nettoyage,2
,,Deborah Morgan Consulting Services,"CAMROSE, AB T4V 1W4","4412-Aides familiaux résidents, aides de maintien à domicile et personnel assimilé",1
,,Edmonton Roastery Inc.,"EDMONTON, AB T6V 0M7","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",1
,,Elaschuk Hospitality Inc,"Camrose, AB T4V 4W2",6311-Superviseurs des services alimentaires,1
,,Exalta 21 Inc.,"Banff, AB T1L 1C1","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",2
,,,,6531-Guides touristiques et guides itinérants,8
,,Faisal Kabab Hut Ltd.,"Calgary, AB T3J 4K3",6322-Cuisiniers,2
,,Filoxenia Inc. o/a Travelodge Strathmore,"Strathmore, AB T1P 1B5",6311-Superviseurs des services alimentaires,1
,,Go-2-Work Inc.,"Calgary, AB T3H 5M3",6311-Superviseurs des services alimentaires,2
,,Graham & Lane Florists Ltd,"Edmonton, AB T5J 2Y9",6211-Superviseurs des ventes - commerce de détail,1
,,Janet Yee,"Beaumont, AB T4X 0C5",4411-Gardiens d'enfants en milieu familial,1
,,Jaxson Inc.,"Grande Prairie, AB T8W 0G9",6311-Superviseurs des services alimentaires,1
,,Josun Enterprise Ltd. o/a Izumi Yokozuna Sushi House,"Calgary, AB T2W 4X9",6311-Superviseurs des services alimentaires,1
,,Jupiter Enterprises Ltd.,"CALGARY, AB T2H 0R2","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",2
,,LCR Construction & Renovation Ltd.,"Picture Butte, AB T0K 1V0",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Ma Siddiki Corporation o/a Edo Japan,"Olds, AB T4H 0A2",6322-Cuisiniers,1
,,McLennan Pizza and Donair Corp.,"Falher, AB T0H 1M0",6311-Superviseurs des services alimentaires,1
,,Mila's Cleaning Services Ltd,"Sherwood Park, AB T8H 0L7",6315-Surveillants des services de nettoyage,1
,,Mooncon Electrical Ltd.,"EDMONTON, AB T6X 0A9",6211-Superviseurs des ventes - commerce de détail,1
,,Nho Saigon Inc,"Calgary, AB T2T 1Z7",6311-Superviseurs des services alimentaires,1
,,Pearl Nails & Spa Ltd,"CALGARY, AB T3H 0N9",6316-Surveillants des autres services,1
,,Pereira & Moniz Landscape Contractors Inc.,"Sturgeon County, AB T8T 1N8",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
,,Pho Anh Huyen Ltd. o/a Pho Anh Huyen Noodle House,"Calgary, AB T2E 2R8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Pho Hoai Vietnamese Beef House,"Calgary, AB T2G 0B6",6311-Superviseurs des services alimentaires,1
,,Pinoy Avenue Store and Food Services,"Edmonton, AB T5P 2T9",6211-Superviseurs des ventes - commerce de détail,1
,,ProBond Systems Inc.,"EDMONTON, AB T5M 3X1",7291-Couvreurs et poseurs de bardeaux,1
,,Restoretech Ltd,"Edmonton, AB T6N 1B6",6315-Surveillants des services de nettoyage,1
,,Shine & Company Ltd.,"Calgary, AB T3H 5M6",6311-Superviseurs des services alimentaires,1
,,Solo Liquor Stores Ltd.,"Calgary, AB T2P 0S4",6211-Superviseurs des ventes - commerce de détail,1
,,South Edmonton Common Vitality Health Foods Inc.,"EDMONTON, AB T6N 1L5",6211-Superviseurs des ventes - commerce de détail,1
,,Spruce Grove Bottle Depot Ltd,"ST. PAUL, AB T0A 3A2",6316-Surveillants des autres services,1
,,SS Stonebridge Del Fitness Corp o/a Motion Fitness,"Grande Prairie, AB T8V 8E6",1241-Adjoints administratifs,1
,,Stigg Security Inc,"Fort McMurray, AB T9K 0P8",6316-Surveillants des autres services,2
,,Strawberry Street Daycare Centre Ltd,"Edmonton, AB T6L 6G9",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,The Moulding Store Inc.,"Calgary, AB T2E 6S8",9533-Monteurs et contrôleurs d'autres produits en bois,1
,,Ultimate Cleaning Services Ltd,"Calgary, AB T3M 1C3",6315-Surveillants des services de nettoyage,1
,,Virk Investments Ltd.,"Edmonton, AB T6E 1C1",6211-Superviseurs des ventes - commerce de détail,1
,,Worsley Gateway Inn Ltd.,"Worsley, AB T0H 3W0",6322-Cuisiniers,1
,,Yasif Inc,"Edmonton, AB T6E 1W6",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,  Agriculture primaire,Arrowhead Nurseries Ltd.,"Edmonton, AB T5Y 6P8",8432-Ouvriers de pépinières et de serres,5
,,Creekside Home and Garden Ltd.,"Spruce Grove, AB T7Y 1A9",8432-Ouvriers de pépinières et de serres,2
,,De Herdt Gardens,"Barrhead, AB T7N 1A6",8432-Ouvriers de pépinières et de serres,3
,,Double F Farms 2015 Ltd,"Kirriemuir, AB T0C 1R0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,,,8431-Ouvriers agricoles,4
,,Kemp Honey Ltd.,"High Prairie, AB T0G 1E0",8431-Ouvriers agricoles,2
,,Mighty Peace Honey,"Grimshaw, AB T0H 1W0",8431-Ouvriers agricoles,1
,,Poelman Apiaries Ltd.,"FORT MACLEOD, AB T0L 0Z0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",5
,,,,8431-Ouvriers agricoles,5
,,The Jungle Farm,"Red Deer County, AB T4G 0M7",8431-Ouvriers agricoles,6
Colombie-Britannique,    Haut salaire,0829370 BC Ltd.,"Vancouver, BC V6A 4B3",3233-Infirmiers auxiliaires,1
,,0994391 BC Ltd,"Surrey, BC V3W 1N6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,1137525 B.C. Ltd,"SURREY, BC V3S 7P7",0621-Directeurs - commerce de détail et de gros,1
,,617436 BC Ltd,"RICHMOND, BC V7A 4P5",1221-Agents d'administration,1
,,673283 B.C. Ltd.,"Parksville, BC V9P 1K8",0632-Directeurs des services d'hébergement,1
,,Alfa71 Enterprises Ltd,"Langley, BC V3A 4E6",0631-Directeurs de la restauration et des services alimentaires,1
,,All Star Stone & Building Materials Inc.,"Surrey, BC V3W 3K3",7281-Briqueteurs-maçons,2
,,Anderson First Rate-Contracting Inc,"Maple Ridge, BC V2X 0T4",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),3
,,Bansal & Associates Consulting Engineer Inc.,"Surrey, BC V3W 1E6",2253-Technologues et techniciens en dessin,1
,,Best Royal Recruiting & Immigration Ltd,"Burnaby, BC V5H 2E2","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Big White Electrical Ltd.,"Kelowna, BC V1P 1P3",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),1
,,Blackstar Truck & Trailer Repairs Ltd.,"Surrey, BC V3W 3E8",1311-Techniciens en comptabilité et teneurs de livres,1
