Province/Territory,Program Stream,Employer ,Address ,Occupation ,Incorporate Status,Requested LMIAs,Requested Positions
Newfoundland and Labrador,   Low Wage,75457 Newfoundland and Labrador Inc,"St John's, NL A1A 5C3",4214-Early childhood educators and assistants,Unknown,1,1
Prince Edward Island,  Primary Agriculture,Eastern Exporters Limited,"Souris, PE C0A 2B0",8431-General farm workers,Unknown,1,1
Nova Scotia,    High Wage,Captain Atlantic International Trade Co. Ltd.,"Shag Harbour,, NS B0W 3B0","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,1
Nova Scotia,    High Wage,CITYPLANNERS PROPERTY AND INVESTMENT LTD,"Halifax, NS B3J 3M8","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Nova Scotia,    High Wage,MJM Energy Limited,"Dartmouth, NS B3B 1S3",7611-Construction trades helpers and labourers,Unknown,1,5
Nova Scotia,   Low Wage,3286710 Nova Scotia Limited,"Chester, NS B0J 1J0",6311-Food service supervisors,Unknown,1,1
Nova Scotia, Global Talent Stream,Menlopark Technologies Limited,"Halifax, NS B3J 3R7",2173-Software engineers and designers,Corporation,2,2
New Brunswick,    High Wage,Summer Hill Foods Inc.,"Fredericton, NB E3G 0E8",1221-Administrative officers,Unknown,1,1
New Brunswick,   Low Wage,Beacon Light Motel Limited,"Moncton, NB E1C 2T1",6312-Executive housekeepers,Unknown,1,1
New Brunswick,   Low Wage,CCG Atlantic Restaurants Ltd,"Moncton, NB E1G 3T6",0631-Restaurant and food service managers,Unknown,1,1
Quebec,    High Wage,9227-1162 Québec Inc.,"Montréal-Nord, QC H1H 3N4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1
Quebec,    High Wage,9296-6696 quebec inc,"Varennes, QC J3X 1P7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Quebec,    High Wage,9382-0942 Québec inc.,"Québec, QC G1X 1S5",3236-Massage therapists,Unknown,1,1
Quebec,    High Wage,Carworx Distribution Inc.,"Pointe-Claire, QC H9R 1B1",1222-Executive assistants,Unknown,1,1
Quebec,    High Wage,GARAGE DRAPEAU INC.,"Montréal, QC H1P  2E","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Sole Proprietorship,1,1
Quebec,    High Wage,Géoposition Arpenteurs-Géomètres Inc.,"Val d'Or, QC J9P 1S2",2231-Civil engineering technologists and technicians,Corporation,1,1
Quebec,    High Wage,La Petite Étincelle,"Montréal, QC H2R 1V7",4214-Early childhood educators and assistants,Co-operative,1,1
Quebec,    High Wage,MICROBRASSERIE AU FRONTIBUS INC,"Gaspé, QC G4X 5E3","9461-Process control and machine operators, food, beverage and associated products processing",Unknown,1,1
Quebec,   Low Wage,9269-5352 QUEBEC INC,"Montréal, QC H3N 1R2",9612-Labourers in metal fabrication,Corporation,2,2
Quebec,   Low Wage,Agence Agro Inc.,"Brossard, QC J4Y 2A5","9617-Labourers in food, beverage and associated products processing",Corporation,1,8
Quebec,   Low Wage,Garaga Inc.,"SAINT-GEORGES, QC G6A 1K5",1223-Human resources and recruitment officers,Unknown,1,1
Quebec,   Low Wage,Garderie éducative la reine des neiges inc,"St-Léonard, QC H1S 1K2",4214-Early childhood educators and assistants,Sole Proprietorship,1,1
Quebec,   Low Wage,R-Pro Placement Inc.,"Candiac, QC J5R 0S3",7452-Material handlers,Unknown,1,1
Quebec,  Primary Agriculture,9008-1951 Québec Inc,"La Présentation, QC J0H 1B0",8431-General farm workers,Unknown,2,23
Quebec, Global Talent Stream,ASTEK Canada Inc.,"Montréal, QC H2Y 1M6",2171-Information systems analysts and consultants,Unknown,1,1
Ontario,    High Wage,1000073932 Ontario Inc.,"Cambridge, ON N3E 0E2",0621-Retail and wholesale trade managers,Unknown,1,1
Ontario,    High Wage,10203947 Canada Inc.,"Brampton, ON L6W 2B6",1241-Administrative assistants,Unknown,1,1
Ontario,    High Wage,1160545 Ontario Inc.,"NORTH YORK, ON M6L 1A4",6322-Cooks,Unknown,1,3
Ontario,    High Wage,13144097 Canada Inc.,"Ottawa, ON K1P 5G3",0621-Retail and wholesale trade managers,Unknown,1,1
Ontario,    High Wage,1567444 Ontario Limited,"Brampton, ON L6R 1B6",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,1701021 ONTARIO INC.,"Markham, ON L6B 0Z1","0124-Advertising, marketing and public relations managers",Unknown,1,1
Ontario,    High Wage,1979086 Ontario Ltd.,"Mississauga, ON L4W 5G5",2232-Mechanical engineering technologists and technicians,Unknown,1,1
Ontario,    High Wage,1994054 ONTARIO INC.,"Petawawa,, ON K8H 2Z4",2241-Electrical and electronics engineering technologists and technicians,Unknown,1,1
Ontario,    High Wage,1998181 ONTARIO INC,"Toronto, ON M3B 1Y2",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,2071973 ontario ltd,"mallorytown, ON K0E 1R0","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Ontario,    High Wage,2206765 Ontario Inc.,"St. Catharines, ON L2G 1V4",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,2262957 on inc,"barrie, ON L4N 9B3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Ontario,    High Wage,2272078 ONTARIO INC.,"Mississauga, ON L5B 3C4",1241-Administrative assistants,Unknown,1,1
Ontario,    High Wage,2472370 Ontario Inc.,"Etobicoke, ON M8V 3K1",2225-Landscape and horticulture technicians and specialists,Unknown,1,3
Ontario,    High Wage,2491351 ONTARIO INC,"Oshawa, ON L1G 2S2",0125-Other business services managers,Unknown,1,1
Ontario,    High Wage,2546662 ONTARIO INC.,"Kitchener, ON N2C 0B5",2174-Computer programmers and interactive media developers,Unknown,1,1
Ontario,    High Wage,2583319 ONTARIO INC.,"MISSISSAUGA, ON L4V 1L4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,    High Wage,2645560 Ontario Inc.,"Guelph, ON N1G 3A2",6311-Food service supervisors,Unknown,1,2
Ontario,    High Wage,2691530 ONTARIO INC.,"Toronto, ON M3H 3V8","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1
Ontario,    High Wage,2700767 ONTARIO INC,"Brampton, ON L6S 0A5",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,314321 Ontario Limited,"Sudbury, ON P3A 1N7",7312-Heavy-duty equipment mechanics,Unknown,1,2
Ontario,    High Wage,8421579 CANADA INC.,"Brampton, ON L6W 3G1",6322-Cooks,Unknown,1,1
Ontario,    High Wage,A-1 Bags and Supplies Inc.,"Mississauga, ON L5T 2Z5","0124-Advertising, marketing and public relations managers",Unknown,1,1
Ontario,    High Wage,AceTronic Industrial Controls INC,"Mississauga, ON L5T 1Y2",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,    High Wage,AH - DESIGN INC.,"NORTH YORK, ON M2L 1L9",2232-Mechanical engineering technologists and technicians,Unknown,1,1
Ontario,    High Wage,Amalfi Transport Inc.,"Woodbridge, ON L4L 9S2","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,1
Ontario,    High Wage,Amcot Stucco Design Inc,"Ottawa, ON K1C 7C6","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
Ontario,    High Wage,AMPLITUDE CONTRACTING INC.,"BRAMPTON, ON L6P 3H6",2232-Mechanical engineering technologists and technicians,Unknown,1,1
Ontario,    High Wage,Applewood Forming Inc.,"Concord, ON L4K 4H2",7611-Construction trades helpers and labourers,Unknown,1,1
Ontario,    High Wage,AZ roofers Inc,"MISSISSAUGA, ON L5S 1T7",7291-Roofers and shinglers,Unknown,1,1
Ontario,    High Wage,B Negative LLC,"Toronto, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
Ontario,    High Wage,BND Woodworking Inc,"Guelph, ON N1K 1T4",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,BRICK BY BRICK CONSTRUCTION,"East Gwillimbury, ON L9N 0L6",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,    High Wage,BSD Beauty Inc.,"Kitchener, ON N2R 0J9",0621-Retail and wholesale trade managers,Unknown,1,1
Ontario,    High Wage,Bullewadd Transport Ltd.,"MAIDSTONE, ON N0R 1K0",7511-Transport truck drivers,Unknown,1,5
Ontario,    High Wage,CONVENTIONAL MAINTENANCE SERVICES INC.,"Toronto, ON M9N 3A5",6315-Cleaning supervisors,Unknown,1,1
Ontario,    High Wage,Cutler Forest Products Inc,"Woodbridge, ON L4H 1X9",1122-Professional occupations in business management consulting,Unknown,1,1
Ontario,    High Wage,Cutler Forest Products Inc,"Woodbridge, ON L4H 1X9",2251-Architectural technologists and technicians,Unknown,1,1
Ontario,    High Wage,DIGI Technologies International Inc.,"Mississauga, ON L4W 1E4",7246-Telecommunications installation and repair workers,Unknown,1,1
Ontario,    High Wage,Feels Like Home Films Inc.,"Toronto, ON M6H  2X","5131-Producers, directors, choreographers and related occupations",Co-operative,1,1
Ontario,    High Wage,"GLOBAL METAL SOURCES CO., LTD.","Quinte West, ON K8V 5P7","9411-Machine operators, mineral and metal processing",Unknown,1,3
Ontario,    High Wage,GTA RESTORATION GROUP INC,"Toronto, ON M3B 1Y2","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,2
Ontario,    High Wage,Handyhome Inc.,"Concord, ON L4K 3V9",7271-Carpenters,Unknown,1,2
Ontario,    High Wage,HANSA-FLEX HYDRAULICS CANADA INC.,"Concord, ON L4K 5R2",7312-Heavy-duty equipment mechanics,Unknown,1,1
Ontario,    High Wage,Hespeler Animal Hospital,"Cambridge, ON N1R 8A9",2281-Computer network technicians,Unknown,1,1
Ontario,    High Wage,HWY Truck Services Inc.,"Oakville, ON L6J 7Y2",0731-Managers in transportation,Unknown,1,1
Ontario,    High Wage,JCS Nguyen Holdings Inc.,"Lefroy, ON L0L 1W0",1114-Other financial officers,Unknown,1,1
Ontario,    High Wage,KPMg LLP,"Toronto, ON M5G 2N9",1112-Financial and investment analysts,Unknown,1,1
Ontario,    High Wage,Longtech Computer Distribution Inc.,"Markham, ON L3R 4C1","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario,    High Wage,Mikon Properties Inc.,"Richmond Hill, ON L4E 0N2","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,OPC.TV INC,"Toronto, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
Ontario,    High Wage,Partners Film Inc,"TORONTO, ON M5A 3C4","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,    High Wage,PLAN B SOLUTION SERVICES CORP,"Everett, ON L0M 1J0",0114-Other administrative services managers,Unknown,1,1
Ontario,    High Wage,Preston Freight System Inc.,"Milton, ON L9T 4W9",7511-Transport truck drivers,Unknown,1,1
Ontario,    High Wage,R.N.G. Transport Inc.,"Georgetown, ON L7G 4X4",7511-Transport truck drivers,Unknown,1,5
Ontario,    High Wage,REGISTON BUILDING RESTORATION LTD.,"MISSISSAUGA, ON L5T 1N9","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,    High Wage,RegWay Fintech Limited,"Orleans, ON K4A 0R5","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,Schweitzer Rolling Technology Inc.,"Toronto, ON M2H 1Z5",2142-Metallurgical and materials engineers,Unknown,1,1
Ontario,    High Wage,SeeSim Tech & Commercial Inc.,"Mississauga, ON L5V 2L9","0013-Senior managers - financial, communications and other business services",Corporation,1,1
Ontario,    High Wage,Sequoia Content International Ltd.,"TORONTO, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
Ontario,    High Wage,"SOFT CITIZEN, INC","Toronto, ON M5A  2N","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,    High Wage,Sparks Productions Incorporated,"TORONTO, ON M6K 3J1","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
Ontario,    High Wage,STAR IMMIGRATION CONSULTANCY INC.,"Brampton, ON L6Y 0P8",0111-Financial managers,Unknown,1,2
Ontario,    High Wage,Suneeva Ltd.,"TORONTO, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",Corporation,3,3
Ontario,    High Wage,Tammy's Homecare Angels Inc.,"Hamilton, ON L8G 1E6","0651-Managers in customer and personal services, n.e.c.",Unknown,1,1
Ontario,    High Wage,TECSCON SOLUTIONS LTD,"BRAMPTON, ON L6V 1C4","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,THE DOLLAR CHOICE INC,"Brighton, ON K0K 1H0",0621-Retail and wholesale trade managers,Unknown,1,1
Ontario,    High Wage,TOR-CAM CONSTRUCTION INC.,"Cambridge, ON N1R 3B6",7611-Construction trades helpers and labourers,Unknown,1,3
Ontario,    High Wage,True North Freight Solutions Inc,"Brampton, ON L6S 0E9",7511-Transport truck drivers,Unknown,1,15
Ontario,    High Wage,Uniparts OEM Canada Inc,"Mississauga, ON L5B 3C2",0601-Corporate sales managers,Unknown,1,1
Ontario,    High Wage,Usman Distribution Inc.,"Toronto, ON M3J 1Y8","1211-Supervisors, general office and administrative support workers",Unknown,1,1
Ontario,    High Wage,W.D. Potato Limited,"Beeton, ON L0G 1A0",7511-Transport truck drivers,Unknown,1,1
Ontario,    High Wage,WONDERFUL ART INC.,"Mississauga, ON L5N 5V3","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
Ontario,    High Wage,Zion Building Supplies Ltd,"Scarborough, ON M1V 4Y9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,   Low Wage,10217131 Canada inc,"Toronto, ON M9L 2T4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Ontario,   Low Wage,1425169 Ontario Limited,"Sudbury, ON P3A 5J3",4212-Social and community service workers,Unknown,1,1
Ontario,   Low Wage,1934368 ONTARIO INC.,"Toronto, ON M5B 1T8",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,1984745 ontario inc,"Toronto, ON M3B 1Y2",1221-Administrative officers,Unknown,1,1
Ontario,   Low Wage,2062460 ONTARIO INC.,"BRAMPTON, ON L6X 5H9",1241-Administrative assistants,Unknown,1,1
Ontario,   Low Wage,2096899 Ontario Inc.,"Toronto, ON M5S 1X8",6321-Chefs,Unknown,1,1
Ontario,   Low Wage,2171187 Ontario Inc,"Rosseau, ON P0C 1J0",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,2210115 AB LTD.,"ottawa, ON K2G 1V7",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,2300415 ONTARIO INC.,"MISSISSAUGA, ON L4T 3X2",7272-Cabinetmakers,Unknown,1,1
Ontario,   Low Wage,2369387 Ontario Inc.,"KITCHNER, ON N2K 1L9",6211-Retail sales supervisors,Unknown,1,1
Ontario,   Low Wage,2442383 ONTARIO INC,"Mississauga, ON L4W 1E4",2231-Civil engineering technologists and technicians,Unknown,1,1
Ontario,   Low Wage,2468765 Ontario Incorporated,"BRAMPTON, ON L6T 2J6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,2
Ontario,   Low Wage,2533652 ONTARIO INC.,"SHARBOT LAKE, ON K0H 2P0",6211-Retail sales supervisors,Unknown,1,1
Ontario,   Low Wage,2593523 Ontario Inc.,"Guelph, ON N1G 0C1",4214-Early childhood educators and assistants,Unknown,1,2
Ontario,   Low Wage,2700767 ONTARIO INC,"Brampton, ON L6S 0A5",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,2746262 ONTARIO INC,"CORNWALL, ON K6J 4P6",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Alex Hoerner Enterprises,"Toronto, ON M4K 2R1",6315-Cleaning supervisors,Unknown,1,1
Ontario,   Low Wage,BELFORM INSULATION LTD,"London, ON N6L 1B8",7231-Machinists and machining and tooling inspectors,Unknown,1,1
Ontario,   Low Wage,Black & White Construction Inc.,"Windsor, ON N8W 4Z1",7611-Construction trades helpers and labourers,Unknown,1,2
Ontario,   Low Wage,Cana-Datum Moulds Ltd.,"Etobicoke, ON M8Z 5S7",2232-Mechanical engineering technologists and technicians,Unknown,1,1
Ontario,   Low Wage,CanadianForex Ltd.,"Toronto, ON M5H 1J8",6221-Technical sales specialists - wholesale trade,Unknown,1,1
Ontario,   Low Wage,Capital Floor Supply Inc.,"Toronto, ON M6H 1Z7",7295-Floor covering installers,Unknown,1,4
Ontario,   Low Wage,Dolson Marketing Inc,"Scarborough, ON M1X 1B9",7511-Transport truck drivers,Unknown,1,1
Ontario,   Low Wage,Estacion Filipino Inc,"Ajax, ON L1S 2G6",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Freeway Auto Service Inc.,"TORONTO, ON M9W 2Z4",1221-Administrative officers,Unknown,1,1
Ontario,   Low Wage,Jesse Tree Importing ltd.,"bolton, ON L7E 3R6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,   Low Wage,Logos Training Centre Inc.,"Mississauga, ON L5T 1B6",1221-Administrative officers,Unknown,1,1
Ontario,   Low Wage,"Mackay, Mackay & Peters Limited","Burlington, ON L7N 3J5",2254-Land survey technologists and technicians,Unknown,1,1
Ontario,   Low Wage,Noble Residential Home Inc.,"Kitchener, ON N2G 1W4",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,PSP FABRICATING INC,"Barrie, ON L4N 8R8",9446-Industrial sewing machine operators,Unknown,1,1
Ontario,   Low Wage,Rincon Paisa Inc,"Hamilton, ON L9A 3S2",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,S&S HOME SERVICES INC.,"vaughan, ON L4K 1Z8",7332-Appliance servicers and repairers,Unknown,1,1
Ontario,   Low Wage,Shaina Enterprises Inc.,"Mississauga, ON L5N 2R5",6311-Food service supervisors,Unknown,1,2
Ontario,   Low Wage,SHEPPARD & ASSOCIATES LTD,"Kemptville, ON K0G 1J0",1241-Administrative assistants,Unknown,1,2
Ontario,   Low Wage,STOUFFVILLE PIZZA INC.,"STOUFFVILLE, ON L4A 1H3",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Trutone Electronics Inc.,"MISSISSAUGA, ON L4Y 2B8",2242-Electronic service technicians (household and business equipment),Unknown,1,1
Ontario,   Low Wage,Twisted Food Concepts INC,"toronto, ON M5A 4M8",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,YM Inc. (Sales),"Toronto, ON M6A 2W1",6211-Retail sales supervisors,Unknown,1,1
Ontario,  Primary Agriculture,900100 Ontario Inc,"LASALETTE, ON N0E 1H0",8431-General farm workers,Corporation,1,5
Ontario, Global Talent Stream,Career Hunterz Inc.,"Mississauga, ON L5N  1W",2171-Information systems analysts and consultants,Corporation,1,1
Ontario, Global Talent Stream,ValGenesis Canada Inc.,"Milton, ON L9T 1B2",2171-Information systems analysts and consultants,Unknown,1,2
Manitoba,    High Wage,10016517 MANITOBA INC,"Great Falls, MB R0E 0V0",0621-Retail and wholesale trade managers,Unknown,1,2
Manitoba,    High Wage,1313 Baba Transport Ltd,"Winnipeg, MB R2K 3S6",7511-Transport truck drivers,Unknown,1,7
Manitoba,    High Wage,6493026 Manitoba Inc,"Winnipeg, MB R2R 1H7",7511-Transport truck drivers,Unknown,1,5
Manitoba,    High Wage,DEEP KING LTD.,"WINNIPEG, MB R2R 0R1",1525-Dispatchers,Unknown,1,1
Manitoba,    High Wage,Eascan Automation Inc.,"Winnipeg, MB R3G 2T9",0911-Manufacturing managers,Unknown,1,1
Manitoba,    High Wage,FreightMove Inc,"Winnipeg, MB R3E 2S7",1221-Administrative officers,Unknown,1,1
Manitoba,    High Wage,KEEN TRANSPORT & LOGISTICS INC.,"WINNIPEG, MB R2R 0P1",1311-Accounting technicians and bookkeepers,Unknown,1,1
Manitoba,    High Wage,Mapleville-Winnipeg United Trading Group Inc.,"Winnipeg, MB R3H 0X4",5241-Graphic designers and illustrators,Unknown,1,1
Manitoba,    High Wage,Pluto Transport Inc,"Winnipeg, MB R2R 1V3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
Manitoba,    High Wage,SATKARTAR TRANSPORT INC,"WINNIPEG, MB R2P 1X3",7511-Transport truck drivers,Unknown,1,5
Manitoba,    High Wage,Sidhu Bros Logistics Inc,"Winnipeg, MB R2P 0Z3",1221-Administrative officers,Unknown,1,1
Manitoba,    High Wage,Sidhu Bros Logistics Inc,"Winnipeg, MB R2P 0Z3",7511-Transport truck drivers,Unknown,1,6
Manitoba,   Low Wage,6604529 Manitoba Limited,"Winnipeg, MB R3E 0A4",9446-Industrial sewing machine operators,Unknown,1,1
Manitoba,   Low Wage,6945172 Manitoba Ltd,"Winnipeg, MB R3E 3H9",0631-Restaurant and food service managers,Unknown,1,2
Manitoba,   Low Wage,Chaeban Ice Cream Ltd,"Winnipeg, MB R3L 1Z9","9461-Process control and machine operators, food, beverage and associated products processing",Unknown,1,1
Manitoba,   Low Wage,H&N TRANSPORT INC.,"WINNIPEG, MB R3T 4K4",7511-Transport truck drivers,Unknown,1,1
Manitoba,   Low Wage,Nirbhai Transport Ltd,"Winnipeg, MB R2P 1M1",7511-Transport truck drivers,Unknown,1,3
Manitoba,   Low Wage,Steinbach Pizza Ltd,"Steinbach, MB R5G 1T6",6322-Cooks,Unknown,1,3
Manitoba,   Low Wage,Superior Projects Inc.,"Steinbach, MB R5G 1Y2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
Saskatchewan,    High Wage,101294417 Saskatchewan Ltd.,"Preeceville, SK S0A 3B0",7312-Heavy-duty equipment mechanics,Unknown,1,1
Saskatchewan,    High Wage,Falcon Transport Inc.,"Saskatoon, SK S7K 4Z7",7511-Transport truck drivers,Unknown,1,6
Saskatchewan,   Low Wage,Canalta Food Services Ltd.,"Unity, SK S0K 4L0",6311-Food service supervisors,Unknown,8,22
Saskatchewan,   Low Wage,EJ Restaurant Swift Current Inc,"Swift Current, SK S9H 3Z4",6322-Cooks,Unknown,1,2
Saskatchewan,   Low Wage,Quick Apex Trucking Ltd.,"SASKATOON, SK S7K 1W4",7511-Transport truck drivers,Unknown,1,1
Alberta,    High Wage,1654981 Alberta Ltd.,"Edmonton, AB T5Y 3H5",7511-Transport truck drivers,Unknown,1,1
Alberta,    High Wage,1749015 Alberta Ltd,"Edmonton, AB T6X 0G8",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1758504 Alberta Ltd.,"Edmonton, AB T6T 0X7",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,2204217 Alberta Inc,"Calgary, AB T2G 0B7",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,AirMarket Inc,"Edmonton, AB T5H 2T6",2147-Computer engineers (except software engineers and designers),Unknown,1,1
Alberta,    High Wage,Anchal Holding Ltd,"Edmonton, AB T6L 6J6",7511-Transport truck drivers,Unknown,1,2
Alberta,    High Wage,BABAL LEHRA TRUCKING LTD.,"Calgary, AB T3N 1E2",7511-Transport truck drivers,Unknown,1,2
Alberta,    High Wage,Berc Mechanical Ltd,"Okotoks, AB, T1S 1B6, AB T1S 1B6",7313-Refrigeration and air conditioning mechanics,Unknown,1,1
Alberta,    High Wage,BEST SIDING LTD.,"EDMONTON, AB T6T 0J1",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,Bluesky Solar Tech Limited,"Calgary, AB T2R 0C5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Alberta,    High Wage,Canmore Glass & Screen (1988) ltd,"Canmore, AB T1W 2W8",7441-Residential and commercial installers and servicers,Unknown,1,1
Alberta,    High Wage,Caramex Logistics Inc,"Sylvan Lake, AB T4S 0K5","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,1
Alberta,    High Wage,CJN Trucking Ltd.,"Edmonton, AB T5Y 0L6",7511-Transport truck drivers,Unknown,1,1
Alberta,    High Wage,D.S. Dhaliwal Trans Ltd,"Edmonton, AB T5T 5X8",7511-Transport truck drivers,Unknown,2,4
Alberta,    High Wage,Delight Roofing inc,"Calgary, AB T3N 0B3","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
Alberta,    High Wage,Destinies Inc,"Edmonton, AB T5S 0C6","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Alberta,    High Wage,Dynamic Concrete Pumping Inc.,"Calgary, AB T2C 3E1",7521-Heavy equipment operators (except crane),Unknown,1,2
Alberta,    High Wage,GEM TRANSPORT INC.,"CALGARY, AB T3J 0J2",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,Gill Courier Ltd,"Edmonton, AB T6E 5L6",7514-Delivery and courier service drivers,Unknown,1,1
Alberta,    High Wage,Handis Inc.,"Edmonton, AB T5Y 2V8",0711-Construction managers,Unknown,1,1
Alberta,    High Wage,JNB TRUCKING & TRADING LTD.,"Calgary, AB T3N 1N9",7511-Transport truck drivers,Unknown,1,2
Alberta,    High Wage,MULTI CULTURE TRAVEL WORLD LTD,"Calgary, AB T3J 3J8","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,    High Wage,Naunihal trucking Ltd,"Sherwood Park, AB T8B 1C6",7511-Transport truck drivers,Unknown,1,2
Alberta,    High Wage,Northern Oil Tool Inc.,"Leduc, AB T9E 7E4",7231-Machinists and machining and tooling inspectors,Unknown,1,5
